Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
14-AUG-2014,7756.15,7796.7,7739.1,7791.7,127328105,6745.33
18-AUG-2014,7785.25,7880.5,7779.2,7874.25,126742201,6892.25
19-AUG-2014,7901,7918.55,7881.15,7897.5,140615189,7928.8
20-AUG-2014,7915.8,7922.7,7864.05,7875.3,117321408,6234.79
21-AUG-2014,7875.35,7919.65,7855.95,7891.1,115221672,7502.01
22-AUG-2014,7904.55,7929.05,7900.05,7913.2,104074858,7088.03
25-AUG-2014,7931.75,7968.25,7897.95,7906.3,118465594,6152.32
26-AUG-2014,7874.5,7915.45,7862.45,7904.75,142829732,6735.18
27-AUG-2014,7933.9,7946.85,7916.55,7936.05,119961224,6261.16
28-AUG-2014,7942.25,7967.8,7939.2,7954.35,189698796,10417.14
01-SEP-2014,7990.35,8035,7984,8027.7,139328061,6944.65
02-SEP-2014,8038.6,8101.95,8036.55,8083.05,134897503,7143.64
03-SEP-2014,8110.85,8141.9,8092.25,8114.6,150726992,8444.29
04-SEP-2014,8114.2,8114.8,8060.9,8095.95,141280504,6925.82
05-SEP-2014,8099.9,8122.7,8049.85,8086.85,125981094,6559.7
08-SEP-2014,8132.95,8180.2,8126.15,8173.9,120694390,6623.08
09-SEP-2014,8161.9,8174.55,8126.5,8152.95,104740540,5364.95
10-SEP-2014,8135.55,8135.75,8082.1,8094.1,107064326,5561.6
11-SEP-2014,8115.15,8127.95,8057.3,8085.7,122818159,6492.35
12-SEP-2014,8087.05,8114.3,8071.6,8105.5,111444349,6156.73
15-SEP-2014,8070.35,8077.3,8030,8042,96502556,5387.06
16-SEP-2014,8036.6,8044.9,7925.15,7932.9,127952551,6647.49
17-SEP-2014,7971.5,7990.65,7936.95,7975.5,123722390,6689.37
18-SEP-2014,7950.65,8120.85,7939.7,8114.75,116930309,6891.09
19-SEP-2014,8129.4,8160.9,8105.35,8121.45,161284509,8957.42
22-SEP-2014,8084.45,8159.9,8064.8,8146.3,105507265,5710.43
23-SEP-2014,8144.4,8159.75,8008.1,8017.55,140780912,7947.61
24-SEP-2014,8015.55,8042.05,7950.05,8002.4,182208501,7981.87
25-SEP-2014,8003.3,8019.3,7877.35,7911.85,231899016,11692.69
26-SEP-2014,7885.85,7993.3,7841.8,7968.85,147835866,8247.78
29-SEP-2014,7978.45,7991.75,7934.7,7958.9,97267975,5089.35
30-SEP-2014,7948.8,8030.9,7923.85,7964.8,141142071,7467.66
01-OCT-2014,7960.5,7977.5,7936.7,7945.55,112997913,5979.61
07-OCT-2014,7897.4,7943.05,7842.7,7852.4,148199508,7982.75
08-OCT-2014,7828.75,7869.9,7815.75,7842.7,135914083,7408.61
09-OCT-2014,7886.5,7972.35,7886.5,7960.55,123767811,6797.45
10-OCT-2014,7911,7924.05,7848.45,7859.95,142926893,8473.9
13-OCT-2014,7831,7901.15,7796,7884.25,118781369,6584.44
14-OCT-2014,7923.25,7928,7825.45,7864,225472732,7709
16-OCT-2014,7837.3,7893.9,7729.65,7748.2,213529479,9087.06
17-OCT-2014,7733.75,7819.2,7723.85,7779.7,177623196,9626.9
20-OCT-2014,7896.95,7905.95,7856.95,7879.4,176171562,8357.41
21-OCT-2014,7906.15,7936.6,7874.35,7927.75,163403385,8432.94
22-OCT-2014,7997.8,8005,7974.55,7995.9,151104463,7301.77
23-OCT-2014,8027.7,8031.75,8008.85,8014.55,19640498,915.37
27-OCT-2014,8064.35,8064.4,7985.65,7991.7,132824881,6511.8
28-OCT-2014,8002.4,8037.8,7995.05,8027.6,124058566,6993.84
29-OCT-2014,8077.05,8097.95,8052.25,8090.45,148313096,7406
30-OCT-2014,8085.2,8181.55,8085.2,8169.2,205666559,11023.46
31-OCT-2014,8200.8,8330.75,8198.05,8322.2,176165086,9450.53
03-NOV-2014,8348.15,8350.6,8297.65,8324.15,141090166,7439.54
05-NOV-2014,8351.25,8365.55,8323.5,8338.3,161614922,9021.74
07-NOV-2014,8331.85,8360.35,8290.25,8337,153433693,11379.2
10-NOV-2014,8337.8,8383.05,8304.45,8344.25,130749013,6932.28
11-NOV-2014,8354.1,8378.7,8321.85,8362.65,122010840,6559.73
12-NOV-2014,8378.9,8415.05,8370.5,8383.3,125243330,6535.31
13-NOV-2014,8405.25,8408,8320.35,8357.85,127361048,6511.91
14-NOV-2014,8360.7,8400.65,8346.8,8389.9,146768580,7849.19
17-NOV-2014,8378.4,8438.1,8349.1,8430.75,113879138,7270.5
18-NOV-2014,8441.25,8454.5,8407.25,8425.9,134678948,7323.18
19-NOV-2014,8440.65,8455.65,8360.5,8382.3,125399132,6997.58
20-NOV-2014,8406.5,8410.85,8353.15,8401.9,122775989,6218.34
21-NOV-2014,8408.2,8489.8,8398.6,8477.35,137015453,7889.99
24-NOV-2014,8490.95,8534.65,8490.8,8530.15,140657508,7180.3
25-NOV-2014,8530.8,8535.35,8429.45,8463.1,271914173,12210.62
26-NOV-2014,8450.3,8500.3,8438.65,8475.75,151922494,7123.76
27-NOV-2014,8477.8,8506.75,8456.35,8494.2,194298604,9556.05
28-NOV-2014,8516.8,8617,8516.25,8588.25,197214619,10053.47
01-DEC-2014,8605.1,8623,8545.15,8555.9,151990638,8565.14
02-DEC-2014,8535.45,8560.2,8504.65,8524.7,137386984,6753.13
03-DEC-2014,8528.7,8546.95,8508.35,8537.65,153199341,7664.86
04-DEC-2014,8582.4,8626.95,8526.4,8564.4,143477230,6687.99
05-DEC-2014,8584.25,8588.35,8523.9,8538.3,143345553,6452.4
08-DEC-2014,8538.65,8546.35,8432.25,8438.25,163819529,13929.39
09-DEC-2014,8439.3,8444.5,8330.5,8340.7,146266705,7115.31
10-DEC-2014,8318.05,8376.8,8317,8355.65,136656345,6738.18
11-DEC-2014,8338.85,8348.3,8272.4,8292.9,133862999,6718.85
12-DEC-2014,8302,8321.9,8216.3,8224.1,138080911,6894.03
15-DEC-2014,8160.75,8242.4,8152.5,8219.6,137140608,6720.94
16-DEC-2014,8172.6,8189.35,8052.6,8067.6,197337631,8920.29
17-DEC-2014,8041.2,8082,7961.35,8029.8,216216145,9966.02
18-DEC-2014,8138.9,8174.3,8084.9,8159.3,162112021,7352.6
19-DEC-2014,8230.45,8263.45,8208.6,8225.2,174796496,8246.76
22-DEC-2014,8255,8330.95,8228.2,8324,139159658,5745.04
23-DEC-2014,8324.6,8364.75,8252.85,8267,132190368,5629.52
24-DEC-2014,8272.05,8286.4,8155.25,8174.1,221905876,11229.76
26-DEC-2014,8204.8,8234.55,8147.95,8200.7,75528707,2995.12
29-DEC-2014,8214.7,8279.15,8214.7,8246.3,82086035,3340.07
30-DEC-2014,8260.3,8268.25,8220.55,8248.25,77695770,3460.46
31-DEC-2014,8243.9,8291,8243.75,8282.7,84532600,4221.32
01-JAN-2015,8272.8,8294.7,8248.75,8284,56560411,2321.88
02-JAN-2015,8288.7,8410.6,8288.7,8395.45,101887024,4715.72
05-JAN-2015,8407.95,8445.6,8363.9,8378.4,118160545,5525.52
06-JAN-2015,8325.3,8327.85,8111.35,8127.35,172799618,8089.19
07-JAN-2015,8118.65,8151.2,8065.45,8102.1,164075424,7464.33
08-JAN-2015,8191.4,8243.5,8167.3,8234.6,143802802,8147.4
09-JAN-2015,8285.45,8303.3,8190.8,8284.5,152612528,9305.95
12-JAN-2015,8291.35,8332.6,8245.6,8323,103153908,5437.76
13-JAN-2015,8346.15,8356.65,8267.9,8299.4,129561892,6499.2
14-JAN-2015,8307.25,8326.45,8236.65,8277.55,150621631,7020.91
15-JAN-2015,8424.5,8527.1,8380.55,8494.15,232138802,10725.62
16-JAN-2015,8504.05,8530.75,8452.25,8513.8,181365905,8690.54
19-JAN-2015,8550.05,8570.95,8531.5,8550.7,129346422,6292.59
20-JAN-2015,8575.1,8707.9,8574.5,8695.6,158713840,7838.19
21-JAN-2015,8719.65,8741.85,8689.6,8729.5,191651012,9735.99
22-JAN-2015,8745.85,8774.15,8727,8761.4,180912372,9025.95
23-JAN-2015,8827.95,8866.4,8795.4,8835.6,197124706,9716.57
27-JAN-2015,8871.35,8925.05,8825.45,8910.5,192010521,9988.36
28-JAN-2015,8902.75,8985.05,8874.05,8914.3,190805926,10313.46
29-JAN-2015,8901.5,8966.65,8861.25,8952.35,264245843,13427.54
30-JAN-2015,8996.6,8996.6,8775.1,8808.9,275587957,12385.18
02-FEB-2015,8802.5,8840.8,8751.1,8797.4,216556534,10430.34
03-FEB-2015,8823.15,8837.3,8726.65,8756.55,208672175,9888.1
04-FEB-2015,8789.15,8792.85,8704.4,8723.7,201252375,8707.82
05-FEB-2015,8733.1,8838.45,8683.65,8711.7,179008853,9126.1
06-FEB-2015,8696.85,8726.2,8645.55,8661.05,176554075,7912.1
09-FEB-2015,8584.4,8605.55,8516.35,8526.35,151329604,6863.17
10-FEB-2015,8478.1,8646.25,8470.5,8565.55,202294693,9965.76
11-FEB-2015,8603.3,8651.95,8593.65,8627.4,166560867,7602.46
12-FEB-2015,8676.95,8732.55,8599.25,8711.55,163681352,7669.87
13-FEB-2015,8741.5,8822.1,8729.65,8805.5,228807812,10248.41
16-FEB-2015,8831.4,8870.1,8793.4,8809.35,140637331,7047.32
18-FEB-2015,8811.55,8894.3,8808.9,8869.1,152152801,10153.74
19-FEB-2015,8883.05,8913.45,8794.45,8895.3,219867400,9794.26
20-FEB-2015,8895.5,8899.95,8816.3,8833.6,203714864,8193.56
23-FEB-2015,8856.85,8869,8736.1,8754.95,143932325,7171.05
24-FEB-2015,8772.9,8800.5,8726.75,8762.1,154368611,7413.31
25-FEB-2015,8801.9,8840.65,8751.4,8767.25,139406599,6986.78
26-FEB-2015,8779,8786.05,8669.45,8683.85,224185492,10531.16
27-FEB-2015,8729.5,8856.95,8717.45,8844.6,257226273,11924.49
28-FEB-2015,8913.05,8941.1,8751.35,8901.85,246453954,10064.41
02-MAR-2015,8953.85,8972.35,8885.45,8956.75,224772586,11525.5
03-MAR-2015,8962.85,9008.4,8925.55,8996.25,183251960,9033.61
04-MAR-2015,9109.15,9119.2,8893.95,8922.65,256060375,12130.98
05-MAR-2015,8929.4,8957.55,8849.35,8937.75,165081476,8250.55
09-MAR-2015,8891.15,8891.3,8740.45,8756.75,160332840,8132.43
10-MAR-2015,8769.75,8778,8677.35,8712.05,168916337,8402.33
11-MAR-2015,8728.75,8755.6,8682.35,8699.95,178053293,8259.67
12-MAR-2015,8740.65,8787.2,8732.9,8776,179337979,8184.46
13-MAR-2015,8844.05,8849.75,8631.75,8647.75,184665971,8121.26
16-MAR-2015,8656.75,8663.55,8612,8633.15,168438040,7559.94
17-MAR-2015,8689.1,8742.55,8630.8,8723.3,182504639,8086.26
18-MAR-2015,8742.9,8747.25,8664,8685.9,161153533,8227.5
19-MAR-2015,8749.45,8788.2,8614.65,8634.65,168628424,8460.35
20-MAR-2015,8627.9,8627.9,8553,8570.9,179982752,8484.23
23-MAR-2015,8591.55,8608.35,8540.55,8550.9,155425780,6195.45
24-MAR-2015,8537.05,8627.75,8535.85,8542.95,161465466,7913.26
25-MAR-2015,8568.9,8573.75,8516.55,8530.8,165952155,8200.05
26-MAR-2015,8474.95,8499.45,8325.35,8342.15,288758332,13667.31
27-MAR-2015,8396,8413.2,8269.15,8341.4,198979321,9528.86
30-MAR-2015,8390.95,8504.55,8380.75,8492.3,142061290,6713.2
31-MAR-2015,8527.6,8550.45,8454.15,8491,177059509,8108.36
